OG	P	FDR_P	numtax	bp
15061	0.437	0.486517647059	18	669
15170	0.437	0.486517647059	19	2088
18282	0.437	0.486517647059	17	1905
19819	0.437	0.486517647059	12	813
10972	0.438	0.487148336014	18	1410
12048	0.438	0.487148336014	17	1770
13626	0.438	0.487148336014	19	1059
13803	0.438	0.487148336014	15	918
13939	0.438	0.487148336014	19	534
14586	0.438	0.487148336014	19	1971
16088	0.438	0.487148336014	17	3309
19098	0.438	0.487148336014	15	648
13581	0.439	0.487898380517	19	3066
15112	0.439	0.487898380517	18	6081
15381	0.439	0.487898380517	19	1383
17160	0.439	0.487898380517	18	651
17724	0.439	0.487898380517	17	2721
17812	0.439	0.487898380517	18	1917
16060	0.44	0.488828472565	19	1557
16863	0.44	0.488828472565	19	4665
17823	0.44	0.488828472565	18	717
12010	0.441	0.489515989628	19	3819
12731	0.441	0.489515989628	17	2700
14859	0.441	0.489515989628	19	2358
15796	0.441	0.489515989628	16	1065
18944	0.441	0.489515989628	16	897
19330	0.441	0.489515989628	14	2949
19370	0.441	0.489515989628	10	366
12086	0.442	0.49014185272	18	1107
12156	0.442	0.49014185272	19	2703
12608	0.442	0.49014185272	19	1356
12744	0.442	0.49014185272	16	1740
13186	0.442	0.49014185272	19	3543
13630	0.442	0.49014185272	17	1107
16047	0.442	0.49014185272	19	5487
17362	0.442	0.49014185272	18	510
10323	0.443	0.490826965738	18	1878
10877	0.443	0.490826965738	16	1062
11314	0.443	0.490826965738	19	1611
13360	0.443	0.490826965738	19	996
14418	0.443	0.490826965738	19	1008
15375	0.443	0.490826965738	19	2076
16622	0.443	0.490826965738	19	1374
11811	0.444	0.491450381679	18	1014
11990	0.444	0.491450381679	17	5307
15104	0.444	0.491450381679	19	1989
16490	0.444	0.491450381679	19	2202
16639	0.444	0.491450381679	18	5859
17507	0.444	0.491450381679	18	2025
18312	0.444	0.491450381679	16	1113
19633	0.444	0.491450381679	10	696
10749	0.445	0.492133103703	15	3417
11049	0.445	0.492133103703	17	2148
11944	0.445	0.492133103703	18	3396
13685	0.445	0.492133103703	18	717
14105	0.445	0.492133103703	18	2697
14995	0.445	0.492133103703	19	2070
19854	0.445	0.492133103703	11	891
11958	0.446	0.492875230486	18	3789
12548	0.446	0.492875230486	17	3651
13633	0.446	0.492875230486	18	1092
15456	0.446	0.492875230486	19	1278
15662	0.446	0.492875230486	18	3777
18006	0.446	0.492875230486	18	1509
13328	0.447	0.493555637436	18	1875
14158	0.447	0.493555637436	17	921
14612	0.447	0.493555637436	19	1500
16056	0.447	0.493555637436	19	1413
16428	0.447	0.493555637436	19	4536
18456	0.447	0.493555637436	17	537
18680	0.447	0.493555637436	17	1407
11609	0.448	0.494477593616	17	1221
12120	0.448	0.494477593616	18	1314
19213	0.448	0.494477593616	10	417
12644	0.449	0.495398870889	19	6507
13183	0.449	0.495398870889	19	1323
19650	0.449	0.495398870889	10	399
11353	0.45	0.495893601373	18	3561
11420	0.45	0.495893601373	18	5871
11633	0.45	0.495893601373	18	1662
14363	0.45	0.495893601373	18	2220
14998	0.45	0.495893601373	18	2163
15465	0.45	0.495893601373	19	792
16919	0.45	0.495893601373	18	1449
18882	0.45	0.495893601373	13	1488
19732	0.45	0.495893601373	10	450
19793	0.45	0.495893601373	12	591
10922	0.451	0.49656950398	15	1821
13097	0.451	0.49656950398	19	3402
13690	0.451	0.49656950398	19	1905
15331	0.451	0.49656950398	19	915
17267	0.451	0.49656950398	18	423
18074	0.451	0.49656950398	16	1479
19425	0.451	0.49656950398	13	942
11397	0.452	0.497365973072	17	5178
11821	0.452	0.497365973072	18	2169
12269	0.452	0.497365973072	14	960
19194	0.452	0.497365973072	15	2055
19277	0.452	0.497365973072	15	1458
10841	0.453	0.49816146789	16	3576
12030	0.453	0.49816146789	12	762
13270	0.453	0.49816146789	19	1509
17937	0.453	0.49816146789	18	987
18571	0.453	0.49816146789	17	2469
11188	0.454	0.49895599022	17	876
11557	0.454	0.49895599022	18	4449
12431	0.454	0.49895599022	19	2148
16143	0.454	0.49895599022	18	1281
16177	0.454	0.49895599022	19	1224
10713	0.455	0.499749541845	17	3978
10788	0.455	0.499749541845	12	3714
14312	0.455	0.499749541845	18	2166
17395	0.455	0.499749541845	17	492
18629	0.455	0.499749541845	15	1629
13978	0.456	0.50060324826	19	3666
17087	0.456	0.50060324826	18	1056
17638	0.456	0.50060324826	14	1290
18472	0.456	0.50060324826	17	615
10367	0.457	0.501394923114	16	5718
12341	0.457	0.501394923114	15	2661
14436	0.457	0.501394923114	19	3798
16865	0.457	0.501394923114	19	3021
18923	0.457	0.501394923114	16	2808
10903	0.458	0.502063163029	18	4698
13721	0.458	0.502063163029	19	1899
14823	0.458	0.502063163029	19	2688
15677	0.458	0.502063163029	19	573
16003	0.458	0.502063163029	19	3072
17803	0.458	0.502063163029	18	948
18322	0.458	0.502063163029	16	540
10719	0.459	0.502730263158	12	3513
11888	0.459	0.502730263158	18	1155
12066	0.459	0.502730263158	18	1224
16525	0.459	0.502730263158	19	3453
17167	0.459	0.502730263158	18	3543
17888	0.459	0.502730263158	18	2232
19065	0.459	0.502730263158	16	1146
11925	0.46	0.503334956183	18	3651
15281	0.46	0.503334956183	19	10413
16098	0.46	0.503334956183	19	1029
16600	0.46	0.503334956183	17	1884
16963	0.46	0.503334956183	17	1323
17290	0.46	0.503334956183	16	900
17399	0.46	0.503334956183	18	5148
19765	0.46	0.503334956183	10	591
12410	0.461	0.50399975678	19	2124
14052	0.461	0.50399975678	17	1929
15707	0.461	0.50399975678	19	2658
15818	0.461	0.50399975678	19	1383
16173	0.461	0.50399975678	19	837
16251	0.461	0.50399975678	18	1380
16970	0.461	0.50399975678	17	1101
11306	0.462	0.504908825675	14	2178
12047	0.462	0.504908825675	17	2916
19952	0.462	0.504908825675	11	465
12074	0.463	0.505694326327	18	1521
12323	0.463	0.505694326327	18	1374
17090	0.463	0.505694326327	18	840
18565	0.463	0.505694326327	17	1446
19982	0.463	0.505694326327	10	402
12411	0.464	0.506478873239	19	663
13059	0.464	0.506478873239	19	4098
15849	0.464	0.506478873239	19	759
18415	0.464	0.506478873239	16	3369
18691	0.464	0.506478873239	17	4161
11323	0.465	0.507324029126	16	2127
11360	0.465	0.507324029126	17	1428
11471	0.465	0.507324029126	18	1443
17487	0.465	0.507324029126	18	3534
11584	0.466	0.508106731352	17	4281
11853	0.466	0.508106731352	16	609
15904	0.466	0.508106731352	19	693
16242	0.466	0.508106731352	17	2289
19386	0.466	0.508106731352	13	909
10553	0.467	0.508703501757	15	1743
10758	0.467	0.508703501757	14	951
11095	0.467	0.508703501757	18	5421
15351	0.467	0.508703501757	19	471
16082	0.467	0.508703501757	17	1467
16561	0.467	0.508703501757	19	1428
19156	0.467	0.508703501757	16	1866
19902	0.467	0.508703501757	11	1389
10776	0.468	0.509360774818	16	1623
11409	0.468	0.509360774818	18	1062
14413	0.468	0.509360774818	18	1161
14417	0.468	0.509360774818	19	5046
16977	0.468	0.509360774818	18	2361
17030	0.468	0.509360774818	18	1740
17957	0.468	0.509360774818	18	1524
10751	0.469	0.509893578425	18	1248
11815	0.469	0.509893578425	18	1434
12584	0.469	0.509893578425	19	2292
13637	0.469	0.509893578425	19	5463
16432	0.469	0.509893578425	19	1704
17025	0.469	0.509893578425	18	2127
17323	0.469	0.509893578425	18	732
17472	0.469	0.509893578425	18	4083
19564	0.469	0.509893578425	13	2691
11808	0.47	0.510610271903	16	1947
13750	0.47	0.510610271903	18	1170
14836	0.47	0.510610271903	11	1107
15135	0.47	0.510610271903	19	1002
15633	0.47	0.510610271903	19	3585
18712	0.47	0.510610271903	16	906
10577	0.471	0.511449450417	11	3687
12908	0.471	0.511449450417	19	4686
15754	0.471	0.511449450417	19	3396
16920	0.471	0.511449450417	16	765
11577	0.472	0.512287818423	17	4443
18003	0.472	0.512287818423	18	954
18516	0.472	0.512287818423	17	951
18783	0.472	0.512287818423	17	540
11493	0.473	0.512877819322	19	2022
15439	0.473	0.512877819322	19	1110
16872	0.473	0.512877819322	19	1635
17013	0.473	0.512877819322	18	1920
17990	0.473	0.512877819322	18	756
18273	0.473	0.512877819322	16	957
19688	0.473	0.512877819322	13	783
19880	0.473	0.512877819322	11	633
11030	0.474	0.513528561099	18	6033
12243	0.474	0.513528561099	19	4104
12736	0.474	0.513528561099	19	843
15582	0.474	0.513528561099	19	2814
15599	0.474	0.513528561099	19	1158
18165	0.474	0.513528561099	15	1164
18450	0.474	0.513528561099	15	1995
11303	0.475	0.514364008673	17	1707
17045	0.475	0.514364008673	18	501
18787	0.475	0.514364008673	15	1017
19874	0.475	0.514364008673	10	603
12903	0.476	0.515074626866	15	1704
13373	0.476	0.515074626866	19	3372
15332	0.476	0.515074626866	18	2916
16590	0.476	0.515074626866	19	2523
16591	0.476	0.515074626866	19	2832
18155	0.476	0.515074626866	17	1344
12180	0.477	0.515908325313	19	1770
14173	0.477	0.515908325313	19	3867
16566	0.477	0.515908325313	19	1047
17162	0.477	0.515908325313	17	1599
10906	0.478	0.516865528025	15	4254
16249	0.478	0.516865528025	19	2103
10815	0.479	0.517822270322	14	1833
11914	0.479	0.517822270322	18	804
12737	0.48	0.518778552537	18	3717
19200	0.48	0.518778552537	15	954
11841	0.481	0.519359836656	18	2850
12708	0.481	0.519359836656	19	990
12926	0.481	0.519359836656	16	375
13236	0.481	0.519359836656	19	1209
14307	0.481	0.519359836656	19	2760
15100	0.481	0.519359836656	18	2892
16930	0.481	0.519359836656	14	480
16979	0.481	0.519359836656	17	1059
11597	0.483	0.521331492376	16	1656
15241	0.483	0.521331492376	19	1326
18133	0.483	0.521331492376	18	903
13202	0.484	0.522034793041	18	2004
14634	0.484	0.522034793041	19	1632
14706	0.484	0.522034793041	19	1707
18289	0.484	0.522034793041	14	1236
19073	0.484	0.522034793041	14	1722
19486	0.484	0.522034793041	14	351
10919	0.485	0.522674418605	17	4062
13346	0.485	0.522674418605	19	2283
14239	0.485	0.522674418605	19	1119
15741	0.485	0.522674418605	19	1617
16434	0.485	0.522674418605	19	1389
16529	0.485	0.522674418605	19	2724
16646	0.485	0.522674418605	19	1008
12098	0.486	0.523563810665	18	1494
14687	0.486	0.523563810665	19	3267
16739	0.486	0.523563810665	19	969
10860	0.487	0.524515394753	16	2694
15180	0.487	0.524515394753	19	1212
11973	0.488	0.525214892853	17	999
12712	0.488	0.525214892853	19	1323
12735	0.488	0.525214892853	19	948
14182	0.488	0.525214892853	18	3105
15585	0.488	0.525214892853	19	5817
19357	0.488	0.525214892853	15	2703
11240	0.489	0.526165170557	18	3084
13058	0.489	0.526165170557	19	1767
11786	0.49	0.526799808658	19	2688
12270	0.49	0.526799808658	18	4167
14177	0.49	0.526799808658	19	1347
15534	0.49	0.526799808658	19	1377
16135	0.49	0.526799808658	19	3153
19114	0.49	0.526799808658	16	744
19752	0.49	0.526799808658	12	753
11023	0.491	0.52768559474	15	1800
16126	0.491	0.52768559474	19	2562
16203	0.491	0.52768559474	19	1338
13133	0.492	0.528633918967	18	3894
14403	0.492	0.528633918967	17	537
11586	0.493	0.529392021022	19	3528
14366	0.493	0.529392021022	18	11196
14972	0.493	0.529392021022	19	2529
18030	0.493	0.529392021022	18	1914
18940	0.493	0.529392021022	13	933
15447	0.494	0.530275820896	17	1845
16471	0.494	0.530275820896	18	1296
18016	0.494	0.530275820896	17	5364
11261	0.496	0.531978048199	14	657
11831	0.496	0.531978048199	15	1209
12701	0.496	0.531978048199	18	3264
14410	0.496	0.531978048199	19	669
15513	0.496	0.531978048199	19	3066
17286	0.496	0.531978048199	16	2163
17589	0.496	0.531978048199	18	1005
11864	0.497	0.532669289461	19	2145
13463	0.497	0.532669289461	19	9363
14106	0.497	0.532669289461	19	1554
16007	0.497	0.532669289461	19	1737
16022	0.497	0.532669289461	19	3096
19674	0.497	0.532669289461	13	921
11374	0.498	0.533486653956	18	1659
13761	0.498	0.533486653956	19	4566
14008	0.498	0.533486653956	19	2940
15929	0.498	0.533486653956	17	1272
10646	0.499	0.534239609384	17	3012
12515	0.499	0.534239609384	18	1704
16818	0.499	0.534239609384	19	612
18948	0.499	0.534239609384	15	1443
19138	0.499	0.534239609384	16	360
15349	0.5	0.535182759852	19	1092
17328	0.5	0.535182759852	18	525
13561	0.501	0.535870315289	19	1182
13631	0.501	0.535870315289	19	2301
14253	0.501	0.535870315289	19	2154
14842	0.501	0.535870315289	19	1266
15626	0.501	0.535870315289	18	1059
18359	0.501	0.535870315289	15	309
10552	0.502	0.536493105088	17	2730
10763	0.502	0.536493105088	17	1545
12732	0.502	0.536493105088	19	2346
13764	0.502	0.536493105088	19	4338
15054	0.502	0.536493105088	19	978
16259	0.502	0.536493105088	19	2412
17086	0.502	0.536493105088	18	660
10847	0.503	0.537178664766	13	882
12294	0.503	0.537178664766	19	597
14677	0.503	0.537178664766	19	3327
14725	0.503	0.537178664766	19	2961
16252	0.503	0.537178664766	19	2397
17907	0.503	0.537178664766	18	1062
12928	0.505	0.538930436847	19	1227
13667	0.505	0.538930436847	19	4113
13996	0.505	0.538930436847	18	1530
14082	0.505	0.538930436847	19	1311
14942	0.505	0.538930436847	19	960
18657	0.505	0.538930436847	17	1278
12027	0.506	0.539805387445	18	1107
16072	0.506	0.539805387445	19	585
18160	0.506	0.539805387445	18	3966
10826	0.507	0.540743860482	14	1263
13052	0.507	0.540743860482	18	2013
11106	0.508	0.541681888269	17	2268
18113	0.508	0.541681888269	18	1002
10532	0.509	0.542555133982	16	2985
17469	0.509	0.542555133982	17	534
17735	0.509	0.542555133982	18	435
15041	0.51	0.543492176387	19	1422
16909	0.51	0.543492176387	19	2637
12305	0.511	0.544364261168	16	1950
13669	0.511	0.544364261168	19	2835
17077	0.511	0.544364261168	17	2565
11142	0.512	0.544977504144	14	1734
12282	0.512	0.544977504144	18	2271
12921	0.512	0.544977504144	19	390
16780	0.512	0.544977504144	19	1887
17490	0.512	0.544977504144	18	486
18411	0.512	0.544977504144	17	1038
18855	0.512	0.544977504144	12	684
15758	0.514	0.546976799242	19	714
16974	0.514	0.546976799242	17	2721
12342	0.515	0.547846408709	18	3258
15765	0.515	0.547846408709	19	2850
16192	0.515	0.547846408709	19	2082
12873	0.516	0.548650502661	19	1149
14531	0.516	0.548650502661	19	3774
14963	0.516	0.548650502661	19	924
16435	0.516	0.548650502661	19	2388
11880	0.517	0.549583776753	16	1422
14773	0.517	0.549583776753	19	2817
10781	0.518	0.550516609528	18	2640
17537	0.518	0.550516609528	18	1458
11721	0.519	0.5514490013	18	987
12134	0.519	0.5514490013	16	2208
10406	0.521	0.553247106071	18	5901
10410	0.521	0.553247106071	13	1758
11025	0.521	0.553247106071	12	1437
13218	0.521	0.553247106071	19	4734
15477	0.521	0.553247106071	18	1575
13206	0.522	0.554112646121	19	2286
14864	0.522	0.554112646121	19	3963
16913	0.522	0.554112646121	18	1962
14625	0.523	0.555108618654	18	726
14497	0.524	0.555907481709	19	2694
16969	0.524	0.555907481709	18	7749
17774	0.524	0.555907481709	18	2079
18478	0.524	0.555907481709	16	1485
16092	0.525	0.556836951392	19	3705
16937	0.525	0.556836951392	14	1452
13783	0.526	0.557765982543	19	1830
18294	0.526	0.557765982543	17	906
12760	0.527	0.558760467036	19	6630
17421	0.528	0.559622730488	18	456
18836	0.528	0.559622730488	16	426
18894	0.528	0.559622730488	16	3018
11744	0.529	0.560484384207	19	3942
14959	0.529	0.560484384207	19	8523
15579	0.529	0.560484384207	19	4152
13682	0.53	0.561411570637	19	1656
14657	0.53	0.561411570637	19	2769
13730	0.531	0.562205865034	19	1446
17223	0.531	0.562205865034	17	483
19316	0.531	0.562205865034	14	1542
19528	0.531	0.562205865034	14	873
11297	0.532	0.563198304286	17	1305
16910	0.533	0.564190509832	19	2655
18333	0.534	0.565182481752	17	933
11419	0.535	0.566040955631	17	2709
16473	0.535	0.566040955631	19	2148
19860	0.535	0.566040955631	11	1101
16732	0.536	0.567032242881	18	1989
18394	0.537	0.568023296858	17	1869
12976	0.538	0.569014117647	18	813
11780	0.539	0.569870633894	17	5067
15864	0.539	0.569870633894	19	1137
19687	0.539	0.569870633894	13	705
12966	0.542	0.572975070555	19	1749
12426	0.543	0.573829787234	19	852
13004	0.543	0.573829787234	19	2430
17387	0.543	0.573829787234	18	990
11848	0.545	0.575740305523	18	798
11946	0.545	0.575740305523	18	531
15745	0.545	0.575740305523	19	2709
17128	0.547	0.577717340226	18	3792
19978	0.547	0.577717340226	10	1251
15209	0.548	0.578569583089	19	2190
17200	0.548	0.578569583089	18	450
19755	0.548	0.578569583089	12	774
13314	0.549	0.579557303899	18	2124
16769	0.551	0.581600328754	19	897
18685	0.553	0.583642873914	17	1701
10491	0.554	0.584492430466	14	1200
15327	0.554	0.584492430466	19	3705
17607	0.554	0.584492430466	18	1131
11537	0.556	0.586464859791	18	5094
18969	0.556	0.586464859791	13	399
14825	0.558	0.588505396527	17	5553
15955	0.559	0.589490909091	19	1296
10865	0.56	0.590337711069	17	2352
16635	0.56	0.590337711069	19	1572
19250	0.56	0.590337711069	15	864
16182	0.562	0.592376597491	19	8394
13113	0.563	0.593291525026	19	2256
16294	0.563	0.593291525026	11	513
13722	0.564	0.594275668073	16	1791
12900	0.565	0.59518982892	17	384
15502	0.565	0.59518982892	19	3456
14244	0.566	0.596173403632	19	1956
13258	0.567	0.597086798641	19	1698
18528	0.567	0.597086798641	16	3525
11511	0.568	0.598069805575	18	2157
15859	0.569	0.59905258227	19	2805
11233	0.57	0.599964875307	19	3627
14661	0.57	0.599964875307	19	2574
11762	0.571	0.600736102984	18	1524
13827	0.571	0.600736102984	15	678
15900	0.571	0.600736102984	13	3810
16745	0.571	0.600736102984	19	2160
18539	0.572	0.601717762696	17	1320
10824	0.573	0.602699192699	17	969
18993	0.577	0.60683551708	12	303
12353	0.578	0.60774502924	18	1815
18850	0.578	0.60774502924	17	3534
15038	0.579	0.608725295287	19	2016
15165	0.581	0.610756548176	18	1857
11390	0.583	0.612715688567	15	1221
18094	0.583	0.612715688567	18	2442
12464	0.584	0.613623188406	19	3459
13501	0.584	0.613623188406	19	2739
17729	0.587	0.616703283861	18	2877
14178	0.588	0.617609533824	19	1638
19492	0.588	0.617609533824	14	738
12479	0.59	0.619493109087	19	4425
18089	0.59	0.619493109087	18	2226
18123	0.59	0.619493109087	17	1872
17662	0.592	0.621520495154	17	3051
16773	0.593	0.622497664643	19	1560
19770	0.594	0.623474605954	11	525
11358	0.596	0.625427804366	18	954
14340	0.596	0.625427804366	19	2832
12944	0.597	0.626404061625	19	891
10352	0.598	0.627160522632	15	51135
10934	0.598	0.627160522632	15	1980
11659	0.598	0.627160522632	16	3105
13934	0.598	0.627160522632	18	321
11312	0.603	0.632330572728	18	4680
14333	0.604	0.633305341731	18	4719
10479	0.605	0.634131980879	16	1779
12286	0.605	0.634131980879	14	1251
15516	0.605	0.634131980879	19	4203
11945	0.606	0.635032055018	13	624
16876	0.606	0.635032055018	19	3501
14070	0.608	0.636979373033	19	2019
15019	0.608	0.636979373033	18	4032
17028	0.611	0.640047774412	18	1158
16753	0.612	0.640945945946	18	3453
18223	0.612	0.640945945946	17	975
16179	0.614	0.64296563774	19	1989
11774	0.616	0.644984859073	18	2904
14329	0.617	0.645881462506	16	1059
16068	0.617	0.645881462506	18	1620
10777	0.618	0.646777648428	17	48726
14820	0.618	0.646777648428	19	1737
13352	0.619	0.647748806891	19	1530
14416	0.62	0.648719739292	19	4932
13023	0.622	0.650509539321	18	1896
13782	0.622	0.650509539321	19	1488
19283	0.622	0.650509539321	15	606
19787	0.622	0.650509539321	12	834
13260	0.623	0.651403814841	19	2637
16456	0.623	0.651403814841	19	378
12405	0.624	0.652373531806	19	1356
13618	0.626	0.654312289269	19	3669
16311	0.626	0.654312289269	14	1395
16393	0.629	0.657371541502	19	5019
14940	0.63	0.658340113914	19	2250
19983	0.631	0.659308461181	10	789
15315	0.633	0.661321324811	19	1038
11496	0.637	0.665268355019	15	2358
11955	0.637	0.665268355019	18	1245
16841	0.637	0.665268355019	18	12132
15353	0.638	0.666235335114	19	1179
15106	0.639	0.667202090592	19	1125
17745	0.642	0.670256648473	18	1374
19583	0.643	0.671222712494	13	648
17089	0.644	0.672188552189	18	1923
19093	0.645	0.673154167634	16	2925
19899	0.646	0.674119558909	10	1323
17965	0.647	0.675084726091	18	1128
12761	0.648	0.676049669258	19	8202
11661	0.649	0.677014388489	19	3303
16306	0.65	0.677978883861	18	6669
19187	0.654	0.682071925754	15	1407
15518	0.657	0.685121215636	18	1728
12999	0.658	0.686084435166	19	2022
14992	0.659	0.687047431288	19	1455
12633	0.66	0.688010204082	19	2274
14646	0.665	0.693142028986	19	2382
12377	0.667	0.69506549206	19	3627
18196	0.667	0.69506549206	18	1377
17278	0.669	0.696907300116	18	1002
17536	0.669	0.696907300116	18	1269
